,PC1,PC2,center
931,147807.0,357063.0,center3
932,154052.0,352255.0,center3
933,147439.0,348769.0,center3
934,146089.0,346359.0,center3
935,150679.0,353540.0,center3
936,156359.0,351712.0,center3
937,150081.0,342885.0,center3
938,150975.0,347255.0,center3
939,147033.0,359048.0,center3
940,155294.0,350492.0,center3
941,150395.0,343748.0,center3
942,151676.0,347374.0,center3
943,146989.0,348378.0,center3
944,152701.0,352456.0,center3
945,151231.0,349611.0,center3
946,146344.0,349954.0,center3
947,150126.0,349956.0,center3
948,148575.0,346836.0,center3
949,150345.0,353725.0,center3
950,149208.0,348771.0,center3
951,149399.0,348482.0,center3
952,146734.0,350287.0,center3
953,148978.0,349687.0,center3
954,152424.0,348601.0,center3
955,155517.0,350952.0,center3
956,146330.0,356281.0,center3
957,157518.0,352455.0,center3
958,154826.0,348421.0,center3
959,150533.0,347317.0,center3
960,149048.0,349153.0,center3
961,147791.0,344820.0,center3
962,152633.0,356008.0,center3
963,147803.0,350423.0,center3
964,148539.0,346193.0,center3
965,152794.0,350659.0,center3
966,151379.0,345596.0,center3
967,152836.0,352116.0,center3
968,151596.0,349589.0,center3
969,148732.0,350005.0,center3
970,148375.0,350976.0,center3
971,152518.0,352938.0,center3
972,147878.0,347240.0,center3
973,153753.0,345759.0,center3
974,152500.0,349923.0,center3
975,150910.0,347502.0,center3
976,150010.0,351338.0,center3
977,151156.0,344280.0,center3
978,161152.0,353817.0,center3
979,149644.0,350928.0,center3
980,145078.0,346010.0,center3
981,156056.0,349607.0,center3
982,151929.0,352829.0,center3
983,147951.0,357430.0,center3
984,158277.0,349723.0,center3
985,151742.0,354522.0,center3
986,150930.0,347385.0,center3
987,147540.0,350405.0,center3
988,146632.0,349010.0,center3
989,144408.0,350511.0,center3
990,148663.0,348299.0,center3
991,146670.0,345195.0,center3
992,152048.0,349353.0,center3
993,148996.0,351283.0,center3
994,155594.0,348967.0,center3
995,154777.0,349898.0,center3
996,150519.0,351317.0,center3
997,149106.0,351607.0,center3
998,153643.0,348056.0,center3
999,146374.0,348793.0,center3
1000,152130.0,352952.0,center3
1001,147884.0,350829.0,center3
1002,148734.0,345632.0,center3
1003,147876.0,354658.0,center3
1004,151820.0,348242.0,center3
1005,147539.0,347556.0,center3
1006,146637.0,345184.0,center3
1007,151749.0,349830.0,center3
1008,148661.0,349543.0,center3
1009,151143.0,349099.0,center3
1010,148887.0,347247.0,center3
1011,150852.0,344860.0,center3
1012,141890.0,358668.0,center3
1013,151473.0,354870.0,center3
1014,155861.0,349457.0,center3
1015,153287.0,349967.0,center3
1016,152881.0,351417.0,center3
1017,149242.0,349886.0,center3
1018,150572.0,348263.0,center3
1019,150772.0,353016.0,center3
1020,150305.0,346449.0,center3
1021,147374.0,355896.0,center3
1022,148886.0,344341.0,center3
1023,149447.0,348927.0,center3
1024,148480.0,352594.0,center3
1025,152646.0,350636.0,center3
1026,158027.0,346073.0,center3
1027,145815.0,352482.0,center3
1028,150406.0,350554.0,center3
1029,145439.0,346981.0,center3
1030,154119.0,351682.0,center3
1031,154459.0,352825.0,center3
1032,144743.0,356347.0,center3
1033,156146.0,350320.0,center3
1034,146570.0,348731.0,center3
1035,150717.0,348483.0,center3
1036,153475.0,344284.0,center3
1037,150465.0,351687.0,center3
1038,157260.0,344262.0,center3
1039,158704.0,350021.0,center3
1040,150437.0,349178.0,center3
1041,143969.0,352056.0,center3
1042,148846.0,341165.0,center3
1043,147318.0,352620.0,center3
1044,147582.0,348124.0,center3
1045,146434.0,345575.0,center3
1046,150247.0,349997.0,center3
1047,156662.0,351400.0,center3
1048,147736.0,348439.0,center3
1049,149113.0,345288.0,center3
1050,153689.0,354165.0,center3
1051,153835.0,351004.0,center3
1052,151535.0,347929.0,center3
1053,153245.0,354152.0,center3
1054,152753.0,351431.0,center3
1055,148793.0,345891.0,center3
1056,151356.0,352090.0,center3
1057,149054.0,344256.0,center3
1058,147154.0,346387.0,center3
1059,152007.0,350678.0,center3
1060,150213.0,351315.0,center3
1061,149408.0,350163.0,center3
1062,150923.0,344010.0,center3
1063,153123.0,352888.0,center3
1064,151243.0,354094.0,center3
1065,150615.0,353734.0,center3
1066,150885.0,348294.0,center3
1067,150162.0,348777.0,center3
1068,147551.0,346554.0,center3
1069,152488.0,351036.0,center3
1070,154455.0,351239.0,center3
1071,148311.0,347404.0,center3
1072,156096.0,353503.0,center3
1073,149443.0,352626.0,center3
1074,149229.0,351991.0,center3
1075,147162.0,347345.0,center3
1076,147494.0,345538.0,center3
1077,146986.0,351751.0,center3
1078,151119.0,354665.0,center3
1079,155050.0,346446.0,center3
1080,151668.0,343219.0,center3
1081,152701.0,354789.0,center3
1082,154243.0,350230.0,center3
1083,142096.0,352915.0,center3
1084,149470.0,353048.0,center3
1085,151116.0,346277.0,center3
1086,152268.0,348868.0,center3
1087,145874.0,346960.0,center3
1088,146819.0,350247.0,center3
1089,152500.0,353920.0,center3
1090,149631.0,350139.0,center3
1091,151749.0,343567.0,center3
1092,146962.0,353583.0,center3
1093,144833.0,349492.0,center3
1094,152407.0,348795.0,center3
1095,153774.0,343760.0,center3
1096,155161.0,351693.0,center3
1097,145155.0,350287.0,center3
1098,145773.0,350643.0,center3
1099,145339.0,346142.0,center3
1100,149868.0,347689.0,center3
1101,148054.0,346922.0,center3
1102,154156.0,356040.0,center3
1103,145399.0,346959.0,center3
1104,144490.0,348830.0,center3
1105,150649.0,347264.0,center3
1106,153772.0,353243.0,center3
1107,147461.0,349708.0,center3
1108,145998.0,349829.0,center3
1109,149528.0,352909.0,center3
1110,144825.0,351607.0,center3
1111,150055.0,352478.0,center3
1112,152620.0,343551.0,center3
1113,150689.0,350761.0,center3
1114,143962.0,352437.0,center3
1115,148302.0,350931.0,center3
1116,149045.0,352742.0,center3
1117,155735.0,357248.0,center3
1118,152893.0,354218.0,center3
1119,149819.0,346448.0,center3
1120,154141.0,347802.0,center3
1121,146696.0,349286.0,center3
1122,148899.0,347868.0,center3
1123,154467.0,350198.0,center3
1124,154751.0,354339.0,center3
1125,152310.0,348559.0,center3
1126,151552.0,349255.0,center3
1127,148147.0,349099.0,center3
1128,152356.0,352358.0,center3
1129,147381.0,353000.0,center3
1130,151817.0,349711.0,center3
1131,150891.0,349091.0,center3
1132,153603.0,353298.0,center3
1133,148653.0,352141.0,center3
1134,152012.0,351737.0,center3
1135,152508.0,360528.0,center3
1136,147159.0,349816.0,center3
1137,150494.0,351123.0,center3
1138,155051.0,350242.0,center3
1139,150356.0,351975.0,center3
1140,149024.0,348251.0,center3
1141,151444.0,353315.0,center3
1142,149130.0,355668.0,center3
1143,151401.0,350408.0,center3
1144,149574.0,349742.0,center3
1145,149942.0,348221.0,center3
1146,151457.0,348656.0,center3
1147,154308.0,345071.0,center3
1148,151429.0,349974.0,center3
1149,155213.0,347748.0,center3
1150,143586.0,353310.0,center3
1151,148579.0,350348.0,center3
1152,150746.0,350247.0,center3
1153,147359.0,354136.0,center3
1154,145965.0,344010.0,center3
1155,151951.0,351232.0,center3
1156,151938.0,346865.0,center3
1157,150915.0,348067.0,center3
1158,151250.0,350938.0,center3
1159,147247.0,352530.0,center3
1160,148426.0,347210.0,center3
1161,149663.0,351707.0,center3
1162,147825.0,354371.0,center3
1163,151049.0,347414.0,center3
1164,157479.0,347626.0,center3
1165,148475.0,349811.0,center3
1166,152047.0,352177.0,center3
1167,146729.0,349678.0,center3
1168,154236.0,347855.0,center3
1169,146935.0,350056.0,center3
1170,150660.0,350718.0,center3
1171,148044.0,348406.0,center3
1172,151619.0,346636.0,center3
1173,150036.0,351373.0,center3
1174,149861.0,350040.0,center3
1175,159326.0,349790.0,center3
1176,148008.0,347815.0,center3
1177,149852.0,348411.0,center3
1178,158484.0,348120.0,center3
1179,146374.0,346365.0,center3
1180,151749.0,354156.0,center3
1181,146596.0,348900.0,center3
1182,153259.0,344886.0,center3
1183,151036.0,348567.0,center3
1184,152062.0,353543.0,center3
1185,149118.0,348219.0,center3
1186,150775.0,355670.0,center3
1187,154656.0,348013.0,center3
1188,142805.0,346911.0,center3
1189,144835.0,346233.0,center3
1190,151314.0,353793.0,center3
1191,147929.0,347968.0,center3
1192,149063.0,351219.0,center3
1193,145266.0,344341.0,center3
1194,147139.0,347912.0,center3
1195,148722.0,351946.0,center3
1196,147705.0,345742.0,center3
1197,147260.0,349884.0,center3
1198,148666.0,351592.0,center3
1199,147019.0,355298.0,center3
1200,154243.0,352441.0,center3
1201,146874.0,352666.0,center3
1202,155749.0,349460.0,center3
1203,148816.0,348060.0,center3
1204,145409.0,349719.0,center3
1205,148044.0,346994.0,center3
1206,152955.0,353826.0,center3
1207,153339.0,352775.0,center3
1208,150507.0,353079.0,center3
1209,150909.0,354058.0,center3
1210,152001.0,349861.0,center3
1211,145386.0,347723.0,center3
1212,148160.0,351470.0,center3
1213,144213.0,353046.0,center3
1214,148580.0,352559.0,center3
1215,153002.0,353275.0,center3
1216,152269.0,354966.0,center3
1217,157235.0,351653.0,center3
1218,150527.0,353841.0,center3
1219,143181.0,349281.0,center3
1220,155342.0,353018.0,center3
1221,154055.0,345989.0,center3
1222,148158.0,354668.0,center3
1223,150704.0,344486.0,center3
1224,152465.0,350894.0,center3
1225,151217.0,349032.0,center3
1226,152202.0,346574.0,center3
1227,149644.0,351021.0,center3
1228,149877.0,351033.0,center3
1229,150279.0,354468.0,center3
1230,147503.0,350181.0,center3
1231,154500.0,352267.0,center3
1232,150020.0,350767.0,center3
1233,152171.0,354835.0,center3
1234,147296.0,353287.0,center3
1235,146600.0,349694.0,center3
1236,149712.0,350362.0,center3
1237,149201.0,355519.0,center3
1238,153778.0,349624.0,center3
1239,151917.0,352891.0,center3
1240,151709.0,347407.0,center3
1241,145431.0,347146.0,center3
1242,146940.0,352409.0,center3
1243,150639.0,352104.0,center3
1244,148900.0,353219.0,center3
1245,154080.0,348416.0,center3
1246,154241.0,353627.0,center3
1247,148163.0,350357.0,center3
1248,152767.0,350127.0,center3
1249,154413.0,355756.0,center3
1250,151015.0,354623.0,center3
1251,155134.0,343431.0,center3
1252,153360.0,351458.0,center3
1253,150677.0,347392.0,center3
1254,152773.0,349335.0,center3
1255,150615.0,348066.0,center3
1256,148688.0,354980.0,center3
1257,151134.0,354018.0,center3
1258,150115.0,351759.0,center3
1259,148847.0,352098.0,center3
1260,155600.0,352002.0,center3
1261,150700.0,352222.0,center3
1262,158634.0,351654.0,center3
1263,149063.0,349345.0,center3
1264,151784.0,351776.0,center3
1265,155005.0,349525.0,center3
1266,158631.0,349622.0,center3
1267,150960.0,349247.0,center3
1268,147501.0,349473.0,center3
1269,152541.0,350279.0,center3
1270,145826.0,357549.0,center3
1271,149134.0,346065.0,center3
1272,150860.0,346714.0,center3
1273,154710.0,351245.0,center3
1274,154545.0,350295.0,center3
1275,149913.0,347694.0,center3
1276,152922.0,351321.0,center3
1277,148984.0,352268.0,center3
1278,152091.0,346579.0,center3
1279,156057.0,349322.0,center3
1280,150496.0,345997.0,center3
1281,149050.0,350168.0,center3
1282,148419.0,350357.0,center3
1283,152266.0,352374.0,center3
1284,154229.0,347005.0,center3
1285,156722.0,351608.0,center3
1286,150171.0,349566.0,center3
1287,150516.0,354431.0,center3
1288,147999.0,350765.0,center3
1289,155098.0,348820.0,center3
1290,149761.0,349256.0,center3
1291,148503.0,348163.0,center3
1292,156907.0,355218.0,center3
1293,152561.0,348648.0,center3
1294,152265.0,345171.0,center3
1295,146820.0,349049.0,center3
1296,151372.0,353735.0,center3
1297,151645.0,352251.0,center3
1298,146546.0,350171.0,center3
1299,149286.0,355546.0,center3
1300,148720.0,348023.0,center3
1301,151669.0,350982.0,center3
1302,146816.0,346938.0,center3
1303,153444.0,347865.0,center3
1304,155644.0,349481.0,center3
1305,149039.0,351942.0,center3
1306,149972.0,356460.0,center3
1307,151602.0,352674.0,center3
1308,153805.0,347010.0,center3
1309,151651.0,349520.0,center3
1310,151256.0,348381.0,center3
1311,148473.0,348926.0,center3
1312,149268.0,353640.0,center3
1313,151940.0,351381.0,center3
1314,155322.0,353652.0,center3
1315,151797.0,352078.0,center3
1316,146186.0,347124.0,center3
1317,151369.0,353066.0,center3
1318,149709.0,345722.0,center3
1319,149228.0,352439.0,center3
1320,149307.0,351817.0,center3
1321,147218.0,353184.0,center3
1322,148986.0,345431.0,center3
1323,147519.0,349111.0,center3
1324,148846.0,349941.0,center3
1325,150371.0,350353.0,center3
1326,150551.0,352813.0,center3
1327,149318.0,352136.0,center3
1328,149517.0,352003.0,center3
1329,150107.0,350572.0,center3
1330,151449.0,355418.0,center3
1331,154053.0,349382.0,center3
1332,151961.0,350514.0,center3
1333,149093.0,348095.0,center3
1334,151891.0,349996.0,center3
1335,149224.0,352205.0,center3
1336,144369.0,345575.0,center3
1337,142577.0,349858.0,center3
1338,144581.0,347146.0,center3
1339,149250.0,352406.0,center3
1340,148041.0,343620.0,center3
1341,147723.0,343619.0,center3
1342,150129.0,355124.0,center3
1343,147916.0,349321.0,center3
1344,148006.0,343608.0,center3
1345,151928.0,344887.0,center3
1346,152474.0,349974.0,center3
1347,157705.0,351738.0,center3
1348,150956.0,351158.0,center3
1349,150184.0,353376.0,center3
1350,148184.0,350866.0,center3
1351,149383.0,349707.0,center3
1352,149840.0,353281.0,center3
1353,144448.0,355923.0,center3
1354,149186.0,350003.0,center3
1355,152370.0,349480.0,center3
1356,148195.0,353087.0,center3
1357,151563.0,348560.0,center3
1358,153135.0,345647.0,center3
1359,153406.0,350006.0,center3
1360,152457.0,351017.0,center3
1361,142854.0,349744.0,center3
1362,148215.0,346304.0,center3
1363,152851.0,348407.0,center3
1364,151248.0,347987.0,center3
1365,150015.0,353007.0,center3
1366,151382.0,349727.0,center3
1367,153574.0,352401.0,center3
1368,150486.0,351932.0,center3
1369,147601.0,349154.0,center3
1370,149430.0,343711.0,center3
1371,149343.0,351076.0,center3
1372,152836.0,352499.0,center3
1373,151304.0,347762.0,center3
1374,151731.0,350120.0,center3
1375,150467.0,348657.0,center3
1376,148854.0,355239.0,center3
1377,150193.0,349923.0,center3
1378,150685.0,350710.0,center3
1379,145579.0,346261.0,center3
1380,150566.0,347743.0,center3
1381,152933.0,346025.0,center3
1382,149652.0,352258.0,center3
1383,154972.0,352408.0,center3
1384,151772.0,347571.0,center3
1385,148671.0,358953.0,center3
1386,149513.0,352843.0,center3
1387,149130.0,351190.0,center3
1388,150762.0,356105.0,center3
1389,152387.0,342512.0,center3
1390,149077.0,349621.0,center3
1391,151450.0,350067.0,center3
1392,155551.0,351184.0,center3
1393,152946.0,347028.0,center3
1394,152610.0,351927.0,center3
1395,147423.0,342766.0,center3
1396,148311.0,350169.0,center3
